DateID,date,Day,Month,Year
68,2020-03-08,8,3,2020
69,2020-03-09,9,3,2020
70,2020-03-10,10,3,2020
71,2020-03-11,11,3,2020
72,2020-03-12,12,3,2020
73,2020-03-13,13,3,2020
74,2020-03-14,14,3,2020
75,2020-03-15,15,3,2020
76,2020-03-16,16,3,2020
77,2020-03-17,17,3,2020
78,2020-03-18,18,3,2020
79,2020-03-19,19,3,2020
80,2020-03-20,20,3,2020
81,2020-03-21,21,3,2020
82,2020-03-22,22,3,2020
83,2020-03-23,23,3,2020
84,2020-03-24,24,3,2020
85,2020-03-25,25,3,2020
86,2020-03-26,26,3,2020
87,2020-03-27,27,3,2020
88,2020-03-28,28,3,2020
89,2020-03-29,29,3,2020
90,2020-03-30,30,3,2020
91,2020-03-31,31,3,2020
92,2020-04-01,1,4,2020
93,2020-04-02,2,4,2020
94,2020-04-03,3,4,2020
95,2020-04-04,4,4,2020
96,2020-04-05,5,4,2020
97,2020-04-06,6,4,2020
98,2020-04-07,7,4,2020
99,2020-04-08,8,4,2020
100,2020-04-09,9,4,2020
101,2020-04-10,10,4,2020
102,2020-04-11,11,4,2020
103,2020-04-12,12,4,2020
104,2020-04-13,13,4,2020
105,2020-04-14,14,4,2020
106,2020-04-15,15,4,2020
107,2020-04-16,16,4,2020
108,2020-04-17,17,4,2020
109,2020-04-18,18,4,2020
110,2020-04-19,19,4,2020
111,2020-04-20,20,4,2020
112,2020-04-21,21,4,2020
113,2020-04-22,22,4,2020
114,2020-04-23,23,4,2020
115,2020-04-24,24,4,2020
116,2020-04-25,25,4,2020
117,2020-04-26,26,4,2020
118,2020-04-27,27,4,2020
119,2020-04-28,28,4,2020
120,2020-04-29,29,4,2020
121,2020-04-30,30,4,2020
122,2020-05-01,1,5,2020
123,2020-05-02,2,5,2020
124,2020-05-03,3,5,2020
125,2020-05-04,4,5,2020
126,2020-05-05,5,5,2020
127,2020-05-06,6,5,2020
128,2020-05-07,7,5,2020
129,2020-05-08,8,5,2020
130,2020-05-09,9,5,2020
131,2020-05-10,10,5,2020
132,2020-05-11,11,5,2020
133,2020-05-12,12,5,2020
134,2020-05-13,13,5,2020
135,2020-05-14,14,5,2020
136,2020-05-15,15,5,2020
137,2020-05-16,16,5,2020
138,2020-05-17,17,5,2020
139,2020-05-18,18,5,2020
140,2020-05-19,19,5,2020
141,2020-05-20,20,5,2020
142,2020-05-21,21,5,2020
143,2020-05-22,22,5,2020
144,2020-05-23,23,5,2020
145,2020-05-24,24,5,2020
146,2020-05-25,25,5,2020
147,2020-05-26,26,5,2020
148,2020-05-27,27,5,2020
149,2020-05-28,28,5,2020
150,2020-05-29,29,5,2020
151,2020-05-30,30,5,2020
152,2020-05-31,31,5,2020
153,2020-06-01,1,6,2020
154,2020-06-02,2,6,2020
155,2020-06-03,3,6,2020
156,2020-06-04,4,6,2020
157,2020-06-05,5,6,2020
158,2020-06-06,6,6,2020
159,2020-06-07,7,6,2020
160,2020-06-08,8,6,2020
161,2020-06-09,9,6,2020
162,2020-06-10,10,6,2020
163,2020-06-11,11,6,2020
164,2020-06-12,12,6,2020
165,2020-06-13,13,6,2020
166,2020-06-14,14,6,2020
167,2020-06-15,15,6,2020
168,2020-06-16,16,6,2020
169,2020-06-17,17,6,2020
170,2020-06-18,18,6,2020
171,2020-06-19,19,6,2020
172,2020-06-20,20,6,2020
173,2020-06-21,21,6,2020
174,2020-06-22,22,6,2020
175,2020-06-23,23,6,2020
176,2020-06-24,24,6,2020
177,2020-06-25,25,6,2020
178,2020-06-26,26,6,2020
179,2020-06-27,27,6,2020
180,2020-06-28,28,6,2020
181,2020-06-29,29,6,2020
182,2020-06-30,30,6,2020
183,2020-07-01,1,7,2020
184,2020-07-02,2,7,2020
185,2020-07-03,3,7,2020
186,2020-07-04,4,7,2020
187,2020-07-05,5,7,2020
188,2020-07-06,6,7,2020
189,2020-07-07,7,7,2020
190,2020-07-08,8,7,2020
191,2020-07-09,9,7,2020
192,2020-07-10,10,7,2020
193,2020-07-11,11,7,2020
194,2020-07-12,12,7,2020
195,2020-07-13,13,7,2020
196,2020-07-14,14,7,2020
197,2020-07-15,15,7,2020
198,2020-07-16,16,7,2020
199,2020-07-17,17,7,2020
200,2020-07-18,18,7,2020
201,2020-07-19,19,7,2020
202,2020-07-20,20,7,2020
203,2020-07-21,21,7,2020
204,2020-07-22,22,7,2020
205,2020-07-23,23,7,2020
206,2020-07-24,24,7,2020
207,2020-07-25,25,7,2020
208,2020-07-26,26,7,2020
209,2020-07-27,27,7,2020
210,2020-07-28,28,7,2020
211,2020-07-29,29,7,2020
212,2020-07-30,30,7,2020
213,2020-07-31,31,7,2020
214,2020-08-01,1,8,2020
215,2020-08-02,2,8,2020
216,2020-08-03,3,8,2020
217,2020-08-04,4,8,2020
218,2020-08-05,5,8,2020
219,2020-08-06,6,8,2020
220,2020-08-07,7,8,2020
221,2020-08-08,8,8,2020
222,2020-08-09,9,8,2020
223,2020-08-10,10,8,2020
224,2020-08-11,11,8,2020
225,2020-08-12,12,8,2020
226,2020-08-13,13,8,2020
227,2020-08-14,14,8,2020
228,2020-08-15,15,8,2020
229,2020-08-16,16,8,2020
230,2020-08-17,17,8,2020
231,2020-08-18,18,8,2020
232,2020-08-19,19,8,2020
233,2020-08-20,20,8,2020
234,2020-08-21,21,8,2020
235,2020-08-22,22,8,2020
236,2020-08-23,23,8,2020
237,2020-08-24,24,8,2020
238,2020-08-25,25,8,2020
239,2020-08-26,26,8,2020
240,2020-08-27,27,8,2020
241,2020-08-28,28,8,2020
242,2020-08-29,29,8,2020
243,2020-08-30,30,8,2020
244,2020-08-31,31,8,2020
245,2020-09-01,1,9,2020
246,2020-09-02,2,9,2020
247,2020-09-03,3,9,2020
248,2020-09-04,4,9,2020
249,2020-09-05,5,9,2020
250,2020-09-06,6,9,2020
251,2020-09-07,7,9,2020
252,2020-09-08,8,9,2020
253,2020-09-09,9,9,2020
254,2020-09-10,10,9,2020
255,2020-09-11,11,9,2020
256,2020-09-12,12,9,2020
257,2020-09-13,13,9,2020
258,2020-09-14,14,9,2020
259,2020-09-15,15,9,2020
260,2020-09-16,16,9,2020
261,2020-09-17,17,9,2020
262,2020-09-18,18,9,2020
263,2020-09-19,19,9,2020
264,2020-09-20,20,9,2020
265,2020-09-21,21,9,2020
266,2020-09-22,22,9,2020
267,2020-09-23,23,9,2020
268,2020-09-24,24,9,2020
269,2020-09-25,25,9,2020
270,2020-09-26,26,9,2020
271,2020-09-27,27,9,2020
272,2020-09-28,28,9,2020
273,2020-09-29,29,9,2020
274,2020-09-30,30,9,2020
275,2020-10-01,1,10,2020
276,2020-10-02,2,10,2020
277,2020-10-03,3,10,2020
278,2020-10-04,4,10,2020
279,2020-10-05,5,10,2020
280,2020-10-06,6,10,2020
281,2020-10-07,7,10,2020
282,2020-10-08,8,10,2020
283,2020-10-09,9,10,2020
284,2020-10-10,10,10,2020
285,2020-10-11,11,10,2020
286,2020-10-12,12,10,2020
287,2020-10-13,13,10,2020
288,2020-10-14,14,10,2020
289,2020-10-15,15,10,2020
290,2020-10-16,16,10,2020
291,2020-10-17,17,10,2020
292,2020-10-18,18,10,2020
293,2020-10-19,19,10,2020
294,2020-10-20,20,10,2020
295,2020-10-21,21,10,2020
296,2020-10-22,22,10,2020
297,2020-10-23,23,10,2020
298,2020-10-24,24,10,2020
299,2020-10-25,25,10,2020
300,2020-10-26,26,10,2020
301,2020-10-27,27,10,2020
302,2020-10-28,28,10,2020
303,2020-10-29,29,10,2020
304,2020-10-30,30,10,2020
305,2020-10-31,31,10,2020
306,2020-11-01,1,11,2020
307,2020-11-02,2,11,2020
308,2020-11-03,3,11,2020
309,2020-11-04,4,11,2020
310,2020-11-05,5,11,2020
311,2020-11-06,6,11,2020
312,2020-11-07,7,11,2020
313,2020-11-08,8,11,2020
314,2020-11-09,9,11,2020
315,2020-11-10,10,11,2020
316,2020-11-11,11,11,2020
317,2020-11-12,12,11,2020
318,2020-11-13,13,11,2020
319,2020-11-14,14,11,2020
320,2020-11-15,15,11,2020
321,2020-11-16,16,11,2020
322,2020-11-17,17,11,2020
323,2020-11-18,18,11,2020
324,2020-11-19,19,11,2020
325,2020-11-20,20,11,2020
326,2020-11-21,21,11,2020
327,2020-11-22,22,11,2020
328,2020-11-23,23,11,2020
329,2020-11-24,24,11,2020
330,2020-11-25,25,11,2020
331,2020-11-26,26,11,2020
332,2020-11-27,27,11,2020
333,2020-11-28,28,11,2020
334,2020-11-29,29,11,2020
335,2020-11-30,30,11,2020
336,2020-12-01,1,12,2020
337,2020-12-02,2,12,2020
338,2020-12-03,3,12,2020
339,2020-12-04,4,12,2020
340,2020-12-05,5,12,2020
341,2020-12-06,6,12,2020
342,2020-12-07,7,12,2020
343,2020-12-08,8,12,2020
344,2020-12-09,9,12,2020
345,2020-12-10,10,12,2020
346,2020-12-11,11,12,2020
347,2020-12-12,12,12,2020
348,2020-12-13,13,12,2020
349,2020-12-14,14,12,2020
350,2020-12-15,15,12,2020
351,2020-12-16,16,12,2020
352,2020-12-17,17,12,2020
353,2020-12-18,18,12,2020
354,2020-12-19,19,12,2020
355,2020-12-20,20,12,2020
356,2020-12-21,21,12,2020
357,2020-12-22,22,12,2020
358,2020-12-23,23,12,2020
359,2020-12-24,24,12,2020
360,2020-12-25,25,12,2020
361,2020-12-26,26,12,2020
362,2020-12-27,27,12,2020
363,2020-12-28,28,12,2020
364,2020-12-29,29,12,2020
365,2020-12-30,30,12,2020
366,2020-12-31,31,12,2020
367,2021-01-01,1,1,2021
368,2021-01-02,2,1,2021
369,2021-01-03,3,1,2021
370,2021-01-04,4,1,2021
371,2021-01-05,5,1,2021
372,2021-01-06,6,1,2021
373,2021-01-07,7,1,2021
374,2021-01-08,8,1,2021
375,2021-01-09,9,1,2021
376,2021-01-10,10,1,2021
377,2021-01-11,11,1,2021
378,2021-01-12,12,1,2021
379,2021-01-13,13,1,2021
380,2021-01-14,14,1,2021
381,2021-01-15,15,1,2021
382,2021-01-16,16,1,2021
383,2021-01-17,17,1,2021
384,2021-01-18,18,1,2021
385,2021-01-19,19,1,2021
386,2021-01-20,20,1,2021
387,2021-01-21,21,1,2021
388,2021-01-22,22,1,2021
389,2021-01-23,23,1,2021
390,2021-01-24,24,1,2021
391,2021-01-25,25,1,2021
392,2021-01-26,26,1,2021
393,2021-01-27,27,1,2021
394,2021-01-28,28,1,2021
395,2021-01-29,29,1,2021
396,2021-01-30,30,1,2021
397,2021-01-31,31,1,2021
398,2021-02-01,1,2,2021
399,2021-02-02,2,2,2021
400,2021-02-03,3,2,2021
401,2021-02-04,4,2,2021
402,2021-02-05,5,2,2021
403,2021-02-06,6,2,2021
404,2021-02-07,7,2,2021
405,2021-02-08,8,2,2021
406,2021-02-09,9,2,2021
407,2021-02-10,10,2,2021
408,2021-02-11,11,2,2021
409,2021-02-12,12,2,2021
410,2021-02-13,13,2,2021
411,2021-02-14,14,2,2021
412,2021-02-15,15,2,2021
413,2021-02-16,16,2,2021
414,2021-02-17,17,2,2021
415,2021-02-18,18,2,2021
416,2021-02-19,19,2,2021
417,2021-02-20,20,2,2021
418,2021-02-21,21,2,2021
419,2021-02-22,22,2,2021
420,2021-02-23,23,2,2021
421,2021-02-24,24,2,2021
422,2021-02-25,25,2,2021
423,2021-02-26,26,2,2021
424,2021-02-27,27,2,2021
425,2021-02-28,28,2,2021
426,2021-03-01,1,3,2021
427,2021-03-02,2,3,2021
428,2021-03-03,3,3,2021
429,2021-03-04,4,3,2021
430,2021-03-05,5,3,2021
431,2021-03-06,6,3,2021
432,2021-03-07,7,3,2021
433,2021-03-08,8,3,2021
434,2021-03-09,9,3,2021
435,2021-03-10,10,3,2021
436,2021-03-11,11,3,2021
437,2021-03-12,12,3,2021
438,2021-03-13,13,3,2021
439,2021-03-14,14,3,2021
440,2021-03-15,15,3,2021
441,2021-03-16,16,3,2021
442,2021-03-17,17,3,2021
443,2021-03-18,18,3,2021
444,2021-03-19,19,3,2021
445,2021-03-20,20,3,2021
446,2021-03-21,21,3,2021
447,2021-03-22,22,3,2021
448,2021-03-23,23,3,2021
449,2021-03-24,24,3,2021
450,2021-03-25,25,3,2021
451,2021-03-26,26,3,2021
452,2021-03-27,27,3,2021
453,2021-03-28,28,3,2021
454,2021-03-29,29,3,2021
455,2021-03-30,30,3,2021
456,2021-03-31,31,3,2021
457,2021-04-01,1,4,2021
458,2021-04-02,2,4,2021
459,2021-04-03,3,4,2021
460,2021-04-04,4,4,2021
461,2021-04-05,5,4,2021
462,2021-04-06,6,4,2021
463,2021-04-07,7,4,2021
464,2021-04-08,8,4,2021
465,2021-04-09,9,4,2021
466,2021-04-10,10,4,2021
467,2021-04-11,11,4,2021
468,2021-04-12,12,4,2021
469,2021-04-13,13,4,2021
470,2021-04-14,14,4,2021
471,2021-04-15,15,4,2021
472,2021-04-16,16,4,2021
473,2021-04-17,17,4,2021
474,2021-04-18,18,4,2021
475,2021-04-19,19,4,2021
476,2021-04-20,20,4,2021
477,2021-04-21,21,4,2021
478,2021-04-22,22,4,2021
479,2021-04-23,23,4,2021
480,2021-04-24,24,4,2021
481,2021-04-25,25,4,2021
482,2021-04-26,26,4,2021
483,2021-04-27,27,4,2021
484,2021-04-28,28,4,2021
485,2021-04-29,29,4,2021
486,2021-04-30,30,4,2021
487,2021-05-01,1,5,2021
488,2021-05-02,2,5,2021
489,2021-05-03,3,5,2021
490,2021-05-04,4,5,2021
491,2021-05-05,5,5,2021
492,2021-05-06,6,5,2021
493,2021-05-07,7,5,2021
494,2021-05-08,8,5,2021
495,2021-05-09,9,5,2021
496,2021-05-10,10,5,2021
497,2021-05-11,11,5,2021
498,2021-05-12,12,5,2021
499,2021-05-13,13,5,2021
500,2021-05-14,14,5,2021
501,2021-05-15,15,5,2021
502,2021-05-16,16,5,2021
503,2021-05-17,17,5,2021
504,2021-05-18,18,5,2021
505,2021-05-19,19,5,2021
506,2021-05-20,20,5,2021
507,2021-05-21,21,5,2021
508,2021-05-22,22,5,2021
509,2021-05-23,23,5,2021
510,2021-05-24,24,5,2021
511,2021-05-25,25,5,2021
512,2021-05-26,26,5,2021
513,2021-05-27,27,5,2021
514,2021-05-28,28,5,2021
515,2021-05-29,29,5,2021
516,2021-05-30,30,5,2021
517,2021-05-31,31,5,2021
518,2021-06-01,1,6,2021
519,2021-06-02,2,6,2021
520,2021-06-03,3,6,2021
521,2021-06-04,4,6,2021
522,2021-06-05,5,6,2021
523,2021-06-06,6,6,2021
524,2021-06-07,7,6,2021
525,2021-06-08,8,6,2021
526,2021-06-09,9,6,2021
527,2021-06-10,10,6,2021
528,2021-06-11,11,6,2021
529,2021-06-12,12,6,2021
530,2021-06-13,13,6,2021
531,2021-06-14,14,6,2021
532,2021-06-15,15,6,2021
533,2021-06-16,16,6,2021
534,2021-06-17,17,6,2021
535,2021-06-18,18,6,2021
536,2021-06-19,19,6,2021
537,2021-06-20,20,6,2021
538,2021-06-21,21,6,2021
539,2021-06-22,22,6,2021
540,2021-06-23,23,6,2021
541,2021-06-24,24,6,2021
542,2021-06-25,25,6,2021
543,2021-06-26,26,6,2021
544,2021-06-27,27,6,2021
545,2021-06-28,28,6,2021
546,2021-06-29,29,6,2021
547,2021-06-30,30,6,2021
548,2021-07-01,1,7,2021
549,2021-07-02,2,7,2021
550,2021-07-03,3,7,2021
551,2021-07-04,4,7,2021
552,2021-07-05,5,7,2021
553,2021-07-06,6,7,2021
554,2021-07-07,7,7,2021
555,2021-07-08,8,7,2021
556,2021-07-09,9,7,2021
557,2021-07-10,10,7,2021
558,2021-07-11,11,7,2021
559,2021-07-12,12,7,2021
560,2021-07-13,13,7,2021
561,2021-07-14,14,7,2021
562,2021-07-15,15,7,2021
563,2021-07-16,16,7,2021
564,2021-07-17,17,7,2021
565,2021-07-18,18,7,2021
566,2021-07-19,19,7,2021
567,2021-07-20,20,7,2021
568,2021-07-21,21,7,2021
569,2021-07-22,22,7,2021
570,2021-07-23,23,7,2021
571,2021-07-24,24,7,2021
572,2021-07-25,25,7,2021
573,2021-07-26,26,7,2021
574,2021-07-27,27,7,2021
575,2021-07-28,28,7,2021
576,2021-07-29,29,7,2021
577,2021-07-30,30,7,2021
578,2021-07-31,31,7,2021
579,2021-08-01,1,8,2021
580,2021-08-02,2,8,2021
581,2021-08-03,3,8,2021
582,2021-08-04,4,8,2021
583,2021-08-05,5,8,2021
584,2021-08-06,6,8,2021
585,2021-08-07,7,8,2021
586,2021-08-08,8,8,2021
587,2021-08-09,9,8,2021
588,2021-08-10,10,8,2021
589,2021-08-11,11,8,2021
590,2021-08-12,12,8,2021
591,2021-08-13,13,8,2021
592,2021-08-14,14,8,2021
593,2021-08-15,15,8,2021
594,2021-08-16,16,8,2021
595,2021-08-17,17,8,2021
596,2021-08-18,18,8,2021
597,2021-08-19,19,8,2021
598,2021-08-20,20,8,2021
599,2021-08-21,21,8,2021
600,2021-08-22,22,8,2021
601,2021-08-23,23,8,2021
602,2021-08-24,24,8,2021
603,2021-08-25,25,8,2021
604,2021-08-26,26,8,2021
605,2021-08-27,27,8,2021
606,2021-08-28,28,8,2021
607,2021-08-29,29,8,2021
608,2021-08-30,30,8,2021
609,2021-08-31,31,8,2021
610,2021-09-01,1,9,2021
611,2021-09-02,2,9,2021
612,2021-09-03,3,9,2021
613,2021-09-04,4,9,2021
614,2021-09-05,5,9,2021
615,2021-09-06,6,9,2021
616,2021-09-07,7,9,2021
617,2021-09-08,8,9,2021
618,2021-09-09,9,9,2021
619,2021-09-10,10,9,2021
620,2021-09-11,11,9,2021
621,2021-09-12,12,9,2021
622,2021-09-13,13,9,2021
623,2021-09-14,14,9,2021
624,2021-09-15,15,9,2021
625,2021-09-16,16,9,2021
626,2021-09-17,17,9,2021
627,2021-09-18,18,9,2021
628,2021-09-19,19,9,2021
629,2021-09-20,20,9,2021
630,2021-09-21,21,9,2021
631,2021-09-22,22,9,2021
632,2021-09-23,23,9,2021
633,2021-09-24,24,9,2021
634,2021-09-25,25,9,2021
635,2021-09-26,26,9,2021
636,2021-09-27,27,9,2021
637,2021-09-28,28,9,2021
638,2021-09-29,29,9,2021
639,2021-09-30,30,9,2021
640,2021-10-01,1,10,2021
641,2021-10-02,2,10,2021
642,2021-10-03,3,10,2021
643,2021-10-04,4,10,2021
644,2021-10-05,5,10,2021
645,2021-10-06,6,10,2021
646,2021-10-07,7,10,2021
647,2021-10-08,8,10,2021
648,2021-10-09,9,10,2021
649,2021-10-10,10,10,2021
650,2021-10-11,11,10,2021
651,2021-10-12,12,10,2021
652,2021-10-13,13,10,2021
653,2021-10-14,14,10,2021
654,2021-10-15,15,10,2021
655,2021-10-16,16,10,2021
656,2021-10-17,17,10,2021
657,2021-10-18,18,10,2021
658,2021-10-19,19,10,2021
659,2021-10-20,20,10,2021
660,2021-10-21,21,10,2021
661,2021-10-22,22,10,2021
662,2021-10-23,23,10,2021
663,2021-10-24,24,10,2021
664,2021-10-25,25,10,2021
665,2021-10-26,26,10,2021
666,2021-10-27,27,10,2021
667,2021-10-28,28,10,2021
668,2021-10-29,29,10,2021
669,2021-10-30,30,10,2021
670,2021-10-31,31,10,2021
671,2021-11-01,1,11,2021
672,2021-11-02,2,11,2021
673,2021-11-03,3,11,2021
674,2021-11-04,4,11,2021
675,2021-11-05,5,11,2021
676,2021-11-06,6,11,2021
677,2021-11-07,7,11,2021
678,2021-11-08,8,11,2021
679,2021-11-09,9,11,2021
680,2021-11-10,10,11,2021
681,2021-11-11,11,11,2021
682,2021-11-12,12,11,2021
683,2021-11-13,13,11,2021
684,2021-11-14,14,11,2021
685,2021-11-15,15,11,2021
686,2021-11-16,16,11,2021
687,2021-11-17,17,11,2021
688,2021-11-18,18,11,2021
689,2021-11-19,19,11,2021
690,2021-11-20,20,11,2021
691,2021-11-21,21,11,2021
692,2021-11-22,22,11,2021
693,2021-11-23,23,11,2021
694,2021-11-24,24,11,2021
695,2021-11-25,25,11,2021
696,2021-11-26,26,11,2021
697,2021-11-27,27,11,2021
698,2021-11-28,28,11,2021
699,2021-11-29,29,11,2021
700,2021-11-30,30,11,2021
701,2021-12-01,1,12,2021
702,2021-12-02,2,12,2021
703,2021-12-03,3,12,2021
704,2021-12-04,4,12,2021
705,2021-12-05,5,12,2021
706,2021-12-06,6,12,2021
707,2021-12-07,7,12,2021
708,2021-12-08,8,12,2021
709,2021-12-09,9,12,2021
710,2021-12-10,10,12,2021
711,2021-12-11,11,12,2021
712,2021-12-12,12,12,2021
713,2021-12-13,13,12,2021
714,2021-12-14,14,12,2021
715,2021-12-15,15,12,2021
716,2021-12-16,16,12,2021
717,2021-12-17,17,12,2021
718,2021-12-18,18,12,2021
719,2021-12-19,19,12,2021
720,2021-12-20,20,12,2021
721,2021-12-21,21,12,2021
722,2021-12-22,22,12,2021
723,2021-12-23,23,12,2021
724,2021-12-24,24,12,2021
725,2021-12-25,25,12,2021
726,2021-12-26,26,12,2021
727,2021-12-27,27,12,2021
728,2021-12-28,28,12,2021
729,2021-12-29,29,12,2021
730,2021-12-30,30,12,2021
731,2021-12-31,31,12,2021
732,2022-01-01,1,1,2022
733,2022-01-02,2,1,2022
734,2022-01-03,3,1,2022
735,2022-01-04,4,1,2022
736,2022-01-05,5,1,2022
737,2022-01-06,6,1,2022
738,2022-01-07,7,1,2022
739,2022-01-08,8,1,2022
740,2022-01-09,9,1,2022
741,2022-01-10,10,1,2022
742,2022-01-11,11,1,2022
743,2022-01-12,12,1,2022
744,2022-01-13,13,1,2022
745,2022-01-14,14,1,2022
746,2022-01-15,15,1,2022
747,2022-01-16,16,1,2022
748,2022-01-17,17,1,2022
749,2022-01-18,18,1,2022
750,2022-01-19,19,1,2022
751,2022-01-20,20,1,2022
752,2022-01-21,21,1,2022
753,2022-01-22,22,1,2022
754,2022-01-23,23,1,2022
755,2022-01-24,24,1,2022
756,2022-01-25,25,1,2022
757,2022-01-26,26,1,2022
758,2022-01-27,27,1,2022
759,2022-01-28,28,1,2022
760,2022-01-29,29,1,2022
761,2022-01-30,30,1,2022
762,2022-01-31,31,1,2022
763,2022-02-01,1,2,2022
764,2022-02-02,2,2,2022
765,2022-02-03,3,2,2022
766,2022-02-04,4,2,2022
767,2022-02-05,5,2,2022
768,2022-02-06,6,2,2022
769,2022-02-07,7,2,2022
770,2022-02-08,8,2,2022
771,2022-02-09,9,2,2022
772,2022-02-10,10,2,2022
773,2022-02-11,11,2,2022
774,2022-02-12,12,2,2022
775,2022-02-13,13,2,2022
776,2022-02-14,14,2,2022
777,2022-02-15,15,2,2022
778,2022-02-16,16,2,2022
779,2022-02-17,17,2,2022
780,2022-02-18,18,2,2022
781,2022-02-19,19,2,2022
782,2022-02-20,20,2,2022
783,2022-02-21,21,2,2022
784,2022-02-22,22,2,2022
785,2022-02-23,23,2,2022
786,2022-02-24,24,2,2022
787,2022-02-25,25,2,2022
788,2022-02-26,26,2,2022
789,2022-02-27,27,2,2022
790,2022-02-28,28,2,2022
791,2022-03-01,1,3,2022
792,2022-03-02,2,3,2022
793,2022-03-03,3,3,2022
794,2022-03-04,4,3,2022
795,2022-03-05,5,3,2022
796,2022-03-06,6,3,2022
797,2022-03-07,7,3,2022
798,2022-03-08,8,3,2022
799,2022-03-09,9,3,2022
800,2022-03-10,10,3,2022
801,2022-03-11,11,3,2022
802,2022-03-12,12,3,2022
803,2022-03-13,13,3,2022
804,2022-03-14,14,3,2022
805,2022-03-15,15,3,2022
806,2022-03-16,16,3,2022
807,2022-03-17,17,3,2022
808,2022-03-18,18,3,2022
809,2022-03-19,19,3,2022
810,2022-03-20,20,3,2022
811,2022-03-21,21,3,2022
812,2022-03-22,22,3,2022
813,2022-03-23,23,3,2022
814,2022-03-24,24,3,2022
815,2022-03-25,25,3,2022
816,2022-03-26,26,3,2022
817,2022-03-27,27,3,2022
818,2022-03-28,28,3,2022
819,2022-03-29,29,3,2022
820,2022-03-30,30,3,2022
821,2022-03-31,31,3,2022
822,2022-04-01,1,4,2022
823,2022-04-02,2,4,2022
824,2022-04-03,3,4,2022
825,2022-04-04,4,4,2022
826,2022-04-05,5,4,2022
827,2022-04-06,6,4,2022
828,2022-04-07,7,4,2022
829,2022-04-08,8,4,2022
830,2022-04-09,9,4,2022
831,2022-04-10,10,4,2022
832,2022-04-11,11,4,2022
833,2022-04-12,12,4,2022
834,2022-04-13,13,4,2022
835,2022-04-14,14,4,2022
836,2022-04-15,15,4,2022
837,2022-04-16,16,4,2022
838,2022-04-17,17,4,2022
839,2022-04-18,18,4,2022
840,2022-04-19,19,4,2022
841,2022-04-20,20,4,2022
842,2022-04-21,21,4,2022
843,2022-04-22,22,4,2022
844,2022-04-23,23,4,2022
845,2022-04-24,24,4,2022
846,2022-04-25,25,4,2022
847,2022-04-26,26,4,2022
848,2022-04-27,27,4,2022
849,2022-04-28,28,4,2022
850,2022-04-29,29,4,2022
851,2022-04-30,30,4,2022
852,2022-05-01,1,5,2022
853,2022-05-02,2,5,2022
854,2022-05-03,3,5,2022
855,2022-05-04,4,5,2022
856,2022-05-05,5,5,2022
857,2022-05-06,6,5,2022
858,2022-05-07,7,5,2022
859,2022-05-08,8,5,2022
860,2022-05-09,9,5,2022
861,2022-05-10,10,5,2022
862,2022-05-11,11,5,2022
863,2022-05-12,12,5,2022
864,2022-05-13,13,5,2022
865,2022-05-14,14,5,2022
866,2022-05-15,15,5,2022
867,2022-05-16,16,5,2022
868,2022-05-17,17,5,2022
869,2022-05-18,18,5,2022
870,2022-05-19,19,5,2022
871,2022-05-20,20,5,2022
872,2022-05-21,21,5,2022
873,2022-05-22,22,5,2022
